customer_id,first_name,last_name,gender,age,email,phone,city,state,country,signup_date,customer_segment,annual_income,marital_status,occupation,loyalty_points,is_active
186,Chanchal,Chokshi,Female,68,vbhatt@example.com,5444328309,Imphal,Sikkim,India,2022-10-04,Premium,2329404,Single,Lawyer,2147,False
187,Atharv,Tank,Male,28,aashi66@example.com,0993538758,Tirunelveli,Uttarakhand,India,2026-04-26,GOld,2820351,Single,Manager,715,False
188,Pratyush,Memon,Female,61,sinhakabir@example.net,08251353465,Bhilwara,Odisha,India,2024-01-26,GOld,2063104,Married,Manager,3833,True
189,Ubika,Dalal,Female,69,obera@example.net,9173816846,Saharanpur,Chhattisgarh,India,2023-04-10,Regular,1013762,Married,Accountant,7218,False
190,Hema,Rout,Female,67,udhar@example.net,+911752500743,Gangtok,Tripura,India,2022-12-01,Regular,2309343,Married,Teacher,3271,True
191,Vrishti,Chakrabarti,Female,21,radhasanghvi@example.com,07600835058,Surat,Sikkim,India,2021-08-08,Regular,1756976,Single,Data Analyst,2042,False
192,Yuvraj,Kara,Male,66,devika21@example.com,9421044789,Raebareli,Sikkim,India,2022-09-15,GOld,1344169,Married,Data Analyst,2414,False
193,Hema,Suri,Male,32,raghav26@example.org,+913230982150,Rohtak,Tripura,India,2026-02-12,Regular,1666266,Single,Designer,872,False
194,Chanakya,Bava,Female,33,bahrichanakya@example.net,+916761847230,Bidar,Sikkim,India,2022-06-05,Regular,542278,Married,Business,461,False
195,Zinal,Madan,Male,63,omyacheema@example.net,9141173934,Secunderabad,Tamil Nadu,India,2025-01-20,Silver,812575,Single,Software Engineer,4700,False
196,Chakrika,Dyal,Male,66,tanejasarthak@example.net,05300119721,Salem,Himachal Pradesh,India,2023-07-15,Regular,2081570,Single,Doctor,311,False
197,Tanmayi,Minhas,Male,27,ucchal01@example.org,+914556110022,Secunderabad,Manipur,India,2023-11-07,Regular,666351,Married,Business,4934,True
198,Girik,Pradhan,Male,33,qadim16@example.com,04676212021,Gudivada,Meghalaya,India,2026-05-29,Regular,2879957,Married,Doctor,1816,False
199,Raksha,Golla,Male,58,nparmer@example.org,2771670145,Loni,Tripura,India,2026-06-22,GOld,802204,Married,Designer,25,False
200,Udarsh,Nigam,Male,54,santyuvraj@example.com,06289002877,Aurangabad,Tripura,India,2025-10-01,Regular,985651,Single,Data Analyst,5908,True
201,Ekani,Khosla,Male,42,arunima08@example.org,6631779717,Satna,Bihar,India,2025-10-19,Regular,382596,Married,Lawyer,4155,True
202,Andrew,Chauhan,Female,68,csachar@example.net,0199488375,Meerut,Uttarakhand,India,2023-06-19,Premium,1646206,Single,Doctor,9533,False
203,Suhani,Narula,Male,20,tpatla@example.com,+911305548851,Dehradun,Meghalaya,India,2022-10-06,Silver,2490147,Married,Teacher,7612,False
204,Nimrat,Chhabra,Male,69,rohan31@example.com,+917351609177,Panchkula,Andhra Pradesh,India,2026-01-29,GOld,464662,Married,Software Engineer,4807,True
205,Chanakya,Sant,Male,68,xtrivedi@example.org,9221699586,Narasaraopet,Tamil Nadu,India,2023-09-06,GOld,375766,Married,Student,8444,False
206,Anusha,Rao,Female,34,chaitaly72@example.org,09848583339,Hapur,Sikkim,India,2022-09-12,Premium,2913297,Single,Student,5848,True
207,Pranav,Thakur,Female,35,jack58@example.com,9684608106,Meerut,Sikkim,India,2022-01-18,Premium,1743584,Married,Designer,7204,False
208,Ryan,Loke,Female,29,bhavinikrishna@example.org,+914380571983,Patiala,Mizoram,India,2024-01-06,Regular,2286764,Married,Data Analyst,4369,True
209,Champak,Raj,Female,23,ysaha@example.net,08004397359,Jammu,Jharkhand,India,2025-05-21,Regular,2726872,Single,Data Analyst,4813,False
210,Peter,Borde,Male,23,oscarvarkey@example.org,00648422940,Kirari Suleman Nagar,Tamil Nadu,India,2022-11-19,Silver,2972096,Married,Student,7305,False
211,Balveer,Dube,Male,62,charan94@example.com,8515832818,Vijayanagaram,Nagaland,India,2026-02-19,Regular,1674494,Married,Software Engineer,5776,False
212,Netra,Chanda,Female,58,timothy35@example.com,04398780157,Srikakulam,Punjab,India,2023-08-23,Premium,514745,Married,Lawyer,8406,True
213,Balveer,Nagi,Male,27,ycomar@example.com,4085887704,Pondicherry,Mizoram,India,2022-04-08,Regular,345957,Single,Doctor,3866,False
214,Gopal,Ganesh,Female,42,bhattishivansh@example.net,3613861207,Agra,Assam,India,2022-03-11,Premium,2737951,Single,Manager,6077,False
215,Chatura,Gokhale,Female,66,ekavir93@example.com,06766506180,Bhimavaram,Arunachal Pradesh,India,2022-03-09,Premium,2607202,Single,Data Analyst,6012,False
216,Ishita,Thakkar,Female,59,manncharvi@example.net,+914766072832,Bongaigaon,Jharkhand,India,2022-10-17,Silver,1246947,Single,Software Engineer,3048,False
217,Chanchal,Prakash,Female,53,dhaliwaljatin@example.org,+919968814353,Anand,Chhattisgarh,India,2022-12-09,Premium,1297970,Married,Manager,3515,False
218,Qarin,Kant,Female,30,rishi12@example.net,0878141413,Bathinda,Kerala,India,2022-08-29,Premium,769286,Single,Manager,2828,False
219,Wahab,Chaudhry,Male,69,ekaraj35@example.com,05949299556,Kolkata,Karnataka,India,2023-08-30,Silver,1657207,Single,Data Analyst,8882,False
220,Timothy,Sarin,Female,28,jagvi25@example.com,07547812914,Siwan,Gujarat,India,2023-10-22,GOld,1716208,Single,Doctor,3292,True
221,Faraj,Borra,Male,68,tripathiazaan@example.net,6930848872,Katni,Haryana,India,2024-01-17,Regular,310243,Married,Data Analyst,9376,False
222,Krish,Shetty,Female,69,ranganathanjanuja@example.net,+913928272299,Karawal Nagar,Kerala,India,2021-11-29,GOld,2766697,Single,Doctor,5067,False
223,Theodore,Sura,Female,51,devlalla@example.com,+910385677005,Saharsa,Rajasthan,India,2023-11-23,Regular,1917288,Single,Teacher,5194,True
224,Adya,Ghosh,Female,47,xradhakrishnan@example.net,1846386557,Mahbubnagar,Andhra Pradesh,India,2025-11-02,Silver,738274,Single,Teacher,7088,True
225,Liam,Sarraf,Male,51,victorbose@example.net,4322259136,Raipur,Meghalaya,India,2025-08-22,GOld,1475590,Single,Teacher,5286,True
226,Varenya,Kade,Female,51,nirjabains@example.org,+912992280920,Rampur,Goa,India,2025-12-18,Silver,530762,Married,Business,9024,False
227,Nidra,Bahl,Male,58,frederick37@example.net,07236929298,Rourkela,Telangana,India,2024-06-25,Silver,2777098,Single,Data Analyst,2762,True
228,Sudiksha,Biswas,Male,60,kritikarajan@example.org,+910388629127,Katihar,Mizoram,India,2022-07-27,Silver,2563985,Single,Software Engineer,1330,True
229,Girik,Subramaniam,Female,59,aaravsankar@example.net,05086376599,Khandwa,Chhattisgarh,India,2023-09-25,GOld,2599717,Married,Accountant,496,False
230,Vansha,Kaul,Female,59,mandernilima@example.com,+910098180635,Mirzapur,Bihar,India,2022-11-19,Silver,2225617,Single,Designer,4873,False
231,Pooja,Kulkarni,Male,62,pallavi95@example.net,06368872588,Nizamabad,Jharkhand,India,2026-06-25,Premium,863037,Married,Designer,7933,False
232,Hemangini,Rao,Male,39,jagatkarpe@example.com,2138658902,Kolkata,Uttar Pradesh,India,2022-05-06,GOld,1511066,Married,Lawyer,6532,True
233,Maanav,Sinha,Female,50,echakrabarti@example.com,+915190669849,Akola,Rajasthan,India,2025-10-09,Premium,1538469,Single,Manager,2007,False
234,Reva,Anne,Female,33,zarnamangal@example.org,+919883920530,Chandigarh,Himachal Pradesh,India,2024-12-18,GOld,606057,Single,Student,6293,False
235,Ira,Rana,Male,28,hiyer@example.org,1184895543,Malda,Madhya Pradesh,India,2026-06-17,Silver,2622995,Married,Business,2610,False
236,Aayush,Lal,Female,49,niharikatoor@example.org,1845184894,Burhanpur,Odisha,India,2025-09-06,Silver,2286122,Single,Doctor,6442,False
237,Yagnesh,Nori,Male,31,lsharma@example.org,01416335658,Firozabad,Haryana,India,2024-01-05,Silver,404087,Single,Student,8108,False
238,Girik,Rastogi,Female,52,faqid82@example.com,05394237333,Tiruppur,Haryana,India,2023-04-17,Premium,650875,Married,Teacher,4333,False
239,Zaid,Parekh,Female,41,hredhaandar@example.org,7908075957,Pallavaram,Goa,India,2025-12-01,Premium,1880161,Single,Accountant,9204,True
240,Ati,Rao,Female,53,kabirbhagat@example.net,07808562718,Satna,Tamil Nadu,India,2021-08-22,Silver,508414,Married,Data Analyst,7378,False
241,Advik,Kade,Male,26,uchaudhuri@example.com,4284347955,Panchkula,Maharashtra,India,2023-05-12,Premium,1852151,Married,Lawyer,9139,False
242,Oni,Pradhan,Male,30,nandini47@example.org,2931438663,Jalgaon,Meghalaya,India,2021-08-26,Regular,2297478,Single,Software Engineer,637,True
243,Patrick,Sama,Female,69,odesai@example.net,5744890612,Thrissur,Uttarakhand,India,2023-09-25,Regular,2378239,Married,Teacher,9932,True
244,Vamakshi,Char,Female,57,qnatt@example.com,08845061593,Anantapuram,Kerala,India,2024-05-02,Silver,881582,Married,Accountant,4902,False
245,Yashvi,Sura,Female,63,ybrar@example.net,07225699611,Tiruvottiyur,Haryana,India,2024-03-26,Silver,2191843,Single,Lawyer,5427,True
246,Edhitha,Manne,Female,55,megha47@example.com,9876220234,Bhagalpur,Goa,India,2024-12-11,Silver,2839309,Single,Accountant,7775,False
247,Harshil,Chandran,Male,64,solankichatura@example.org,08114921643,Anantapuram,Manipur,India,2022-08-23,Premium,2647474,Married,Teacher,8589,False
248,Karan,Vyas,Male,70,ayushbanerjee@example.net,05778487282,Phusro,Maharashtra,India,2026-01-08,GOld,332416,Single,Business,310,False
249,Dayita,Palan,Female,44,ozacharia@example.org,04564240082,Baranagar,Meghalaya,India,2026-02-13,GOld,1932080,Single,Designer,8221,False
250,Abhiram,Swamy,Male,63,amistry@example.com,09308536866,Ujjain,Tamil Nadu,India,2024-11-18,GOld,2375515,Single,Data Analyst,5325,False
251,Kritika,Kannan,Female,38,fariq63@example.net,4484631224,Sirsa,Punjab,India,2025-06-02,GOld,2127968,Married,Data Analyst,5804,False
252,Anita,Swamy,Female,30,ekanibahl@example.org,+918021442703,Saharanpur,Andhra Pradesh,India,2025-10-07,GOld,1370237,Married,Business,4876,False
253,Teerth,Oommen,Male,62,ymuni@example.com,07051204618,Bokaro,Gujarat,India,2023-09-11,Regular,1529765,Married,Lawyer,9183,False
254,Lakshmi,Arora,Female,25,kotharilekha@example.com,+910371837645,Kalyan-Dombivli,Telangana,India,2026-03-30,Regular,1854789,Married,Teacher,4758,True
255,Jason,Kulkarni,Female,63,mmisra@example.com,+913136502491,Latur,Andhra Pradesh,India,2021-12-04,Premium,1652753,Married,Student,7849,True
256,Vaishnavi,Dubey,Male,70,gaurav32@example.com,+919500528127,Ratlam,Nagaland,India,2024-07-10,Silver,2557274,Married,Teacher,1789,True
257,Reva,Hans,Male,21,purohitishita@example.net,+914077848739,Tinsukia,Kerala,India,2024-04-27,GOld,2875733,Single,Software Engineer,1641,False
258,Upadhriti,Maharaj,Female,63,ekapadwali@example.org,04485708620,Udupi,Haryana,India,2024-04-18,Regular,621715,Single,Software Engineer,9016,True
259,Dev,Yohannan,Female,59,hgupta@example.net,08294565118,Varanasi,Uttarakhand,India,2022-09-03,Regular,2202564,Single,Student,5262,False
260,Pranav,Balay,Male,67,hredhaansunder@example.org,+910967899405,Medininagar,Tamil Nadu,India,2022-03-04,Premium,2935939,Single,Data Analyst,611,True
261,Agastya,Joshi,Female,29,dbuch@example.net,+915865094801,Solapur,Gujarat,India,2025-12-26,Premium,1865115,Married,Teacher,4742,True
262,Gunbir,Chaudhuri,Male,37,lekhagupta@example.org,3928861957,Vasai-Virar,Goa,India,2023-02-07,Premium,1605268,Married,Manager,8901,False
263,Neelima,Thaman,Male,50,nakul89@example.com,05855665939,Gandhinagar,Tripura,India,2026-04-01,Regular,1344361,Single,Doctor,5417,True
264,Aachal,Parsa,Female,59,zsem@example.org,0490824043,Satna,Andhra Pradesh,India,2023-12-01,Silver,980975,Single,Lawyer,4833,True
265,Yasti,Dubey,Male,57,baradtriveni@example.com,+912459334419,Jehanabad,Gujarat,India,2022-03-23,Regular,1993917,Married,Doctor,6567,True
266,Ekta,Subramanian,Male,26,vinayachandran@example.net,4096105566,Ambattur,Telangana,India,2021-08-31,Regular,1557283,Single,Software Engineer,4272,False
267,Lavanya,Bhagat,Male,46,benjamin58@example.net,+915832067998,Korba,Maharashtra,India,2024-01-13,Silver,1582548,Married,Accountant,9386,True
268,Meera,Divan,Female,59,gayathributala@example.com,0864168622,Karaikudi,Gujarat,India,2025-09-19,Silver,1191124,Single,Doctor,7625,False
269,Megha,Hayre,Male,43,xavierbora@example.com,05911665535,Hindupur,Rajasthan,India,2021-10-10,Silver,692477,Married,Lawyer,3618,True
270,Dalaja,Gara,Male,48,riya92@example.com,+913352110392,Kanpur,Karnataka,India,2022-07-07,GOld,2108318,Married,Designer,8998,False
271,Dalaja,Sengupta,Male,66,vbajaj@example.org,8338848792,Gandhinagar,Odisha,India,2026-01-18,GOld,2699026,Single,Data Analyst,7319,False
272,Caleb,Kumer,Male,54,darpanmander@example.org,9407016451,Jalna,West Bengal,India,2024-11-08,Premium,459032,Single,Accountant,8792,True
273,Vihaan,Rai,Male,38,muttivedhika@example.net,1238780038,Thoothukudi,Meghalaya,India,2024-11-30,Regular,687545,Single,Accountant,8008,True
274,Naksh,Badami,Female,69,indira54@example.org,4046084325,Durgapur,Assam,India,2024-10-26,Premium,2101832,Single,Data Analyst,6806,False
275,Utkarsh,Sahni,Male,53,michaelsandhu@example.com,5782329832,Loni,Chhattisgarh,India,2025-03-24,Regular,1492556,Single,Designer,4169,True
276,Maanav,Dugar,Male,55,ekansh88@example.net,+912520566474,Maheshtala,Bihar,India,2022-09-08,Premium,389959,Married,Lawyer,1044,True
277,Qasim,Bal,Male,48,vihaan93@example.org,0517289752,Pallavaram,Meghalaya,India,2022-09-27,Premium,1404145,Married,Teacher,2218,False
278,Nihal,Hans,Female,42,bachittarrege@example.org,06333127975,Shahjahanpur,Maharashtra,India,2025-01-04,Regular,1783334,Married,Doctor,8835,True
279,Benjamin,Rai,Female,25,meera99@example.net,8081770388,Thane,Nagaland,India,2024-11-11,GOld,2453425,Married,Data Analyst,2086,True
280,Zaitra,Bawa,Male,66,bishakhasarraf@example.com,04726490827,Mysore,Telangana,India,2025-10-29,Premium,1451425,Married,Data Analyst,6948,False
281,Isaiah,Gole,Male,33,mayasachdev@example.com,00279371452,Mysore,Bihar,India,2025-05-23,Regular,1651899,Single,Student,3088,True
282,Janani,Chada,Male,69,nvaidya@example.org,08602592222,Gurgaon,Jharkhand,India,2024-03-14,Regular,2779174,Single,Business,3376,True
283,Sanaya,Mani,Male,56,jacobdeep@example.org,+919407778097,Bellary,Odisha,India,2025-08-12,Premium,2072509,Single,Business,724,False
284,Sudiksha,Rout,Female,32,mbuch@example.net,+913849830220,Vadodara,Chhattisgarh,India,2021-11-04,GOld,436743,Single,Data Analyst,4739,True
285,Chanchal,Narula,Female,54,bawaikbal@example.com,+912499982795,Tiruchirappalli,Tripura,India,2024-02-11,Silver,1193647,Married,Teacher,8540,True
286,Ekantika,Pillay,Female,37,wbir@example.com,1472145868,Bhagalpur,Punjab,India,2022-01-23,Silver,455674,Single,Designer,9107,False
287,Ikbal,Wadhwa,Male,40,sulebhavna@example.com,5489952997,Kumbakonam,Uttar Pradesh,India,2023-02-05,Regular,2399757,Married,Designer,6688,True
288,Viraj,Mannan,Female,42,aaravdani@example.org,01396605583,Panihati,Tamil Nadu,India,2023-12-18,GOld,2456234,Married,Business,3692,False
289,Aachal,Bir,Male,69,charita88@example.com,+911556990235,Nangloi Jat,Meghalaya,India,2021-11-14,Regular,441692,Married,Designer,9130,True
290,Laban,Subramaniam,Female,33,triveniyadav@example.com,06084958803,Raichur,Assam,India,2022-11-02,Silver,1052856,Married,Doctor,7369,False
291,Avni,Balasubramanian,Male,52,keya82@example.net,6291450461,Patiala,Kerala,India,2025-05-31,GOld,416160,Married,Designer,9911,True
292,Chasmum,Kalita,Male,30,parth15@example.org,+911780782357,Khammam,Chhattisgarh,India,2022-05-28,GOld,2210725,Single,Lawyer,4967,True
293,Zaitra,Deo,Male,30,balhaarsharaf@example.com,8104091570,Saharsa,Tripura,India,2024-03-23,Premium,2208739,Single,Accountant,3350,False
294,Arin,Muni,Male,53,ekaniiyer@example.org,04857142241,Karaikudi,Mizoram,India,2022-06-10,Silver,1387236,Married,Manager,8743,False
295,Samuel,Palla,Female,34,anika24@example.net,+912149587020,Dhanbad,Bihar,India,2024-10-30,Silver,2350908,Married,Manager,1615,False
296,Chatura,Chadha,Female,31,lramanathan@example.net,9795453817,Tiruchirappalli,Uttarakhand,India,2025-07-20,Silver,1512490,Married,Software Engineer,9216,True
297,Gunbir,Shah,Male,19,udyati73@example.org,+919456255770,Fatehpur,Bihar,India,2024-07-22,Silver,2520756,Married,Student,2497,True
298,Varenya,Shenoy,Female,32,barkhapall@example.net,2816158148,Rewa,Odisha,India,2025-01-31,Regular,2589870,Single,Manager,9021,False
299,William,Kohli,Female,66,vasatikarajagopalan@example.org,03966958321,Raipur,Odisha,India,2025-07-04,Regular,2891461,Married,Manager,2756,False
300,Eshana,Chatterjee,Male,26,tgoda@example.com,+919196570132,Siliguri,Sikkim,India,2022-11-02,Regular,971952,Single,Data Analyst,554,True
301,Sneha,Wali,Male,66,madhavi99@example.com,+913549465190,Warangal,West Bengal,India,2024-01-26,Premium,1929698,Single,Business,1113,True
302,David,Pingle,Male,31,acharyajagrati@example.org,00369656666,Malegaon,Meghalaya,India,2022-10-02,Regular,1765317,Single,Accountant,7916,False
303,Raghav,Rajagopalan,Male,18,omisha24@example.net,+912010276212,Sirsa,Uttar Pradesh,India,2025-03-10,Regular,249706,Single,Data Analyst,4501,False
304,Pranit,Sha,Male,50,ysengupta@example.com,+912690973846,Visakhapatnam,Arunachal Pradesh,India,2026-05-27,Regular,951899,Single,Doctor,8591,True
305,Vasudha,Pillay,Male,30,subramaniamfariq@example.org,8478189137,Panvel,Uttar Pradesh,India,2026-07-01,Silver,1686633,Married,Designer,1294,False
306,Devika,Bera,Female,47,advay77@example.net,09565442094,Ghaziabad,Rajasthan,India,2025-08-05,GOld,1147313,Married,Doctor,519,True
307,Omkaar,Behl,Female,42,avi47@example.org,+918144294440,Mahbubnagar,Goa,India,2022-11-08,Regular,2518197,Married,Software Engineer,154,True
308,Sanya,Pingle,Male,49,advikakeer@example.com,+918051292766,Gandhidham,Telangana,India,2022-12-28,Regular,2904937,Married,Accountant,1562,True
309,Shivansh,Pai,Male,31,lallajack@example.org,+917674783667,Ulhasnagar,Mizoram,India,2025-04-07,Regular,1337055,Single,Doctor,4593,True
310,Advik,Mani,Male,38,rraja@example.com,0185694544,Rohtak,Rajasthan,India,2026-07-15,Premium,1068884,Single,Designer,1260,False
311,Mahika,Shenoy,Male,54,robertvenkatesh@example.com,2580010618,Amroha,Kerala,India,2023-06-08,GOld,2576894,Married,Data Analyst,5435,False
312,Bhanumati,Krishnamurthy,Male,68,bahadurjitbajwa@example.net,+910939111926,Bhubaneswar,Tamil Nadu,India,2023-02-19,Premium,2300477,Married,Software Engineer,1600,False
313,Zehaan,Menon,Male,22,oborra@example.com,06542140665,Rampur,Uttarakhand,India,2023-10-27,Silver,2738261,Married,Lawyer,485,False
314,Pranav,Sastry,Female,49,swamysai@example.net,02712863917,Kota,Arunachal Pradesh,India,2022-03-10,GOld,1692380,Married,Designer,3043,False
315,Ekavir,Krishna,Male,67,fbahl@example.org,0064256908,Morena,Maharashtra,India,2025-01-01,Silver,1233685,Single,Doctor,4390,True
316,Ekaraj,Zachariah,Female,63,aarushrajagopalan@example.net,01985546015,Jodhpur,Uttarakhand,India,2025-06-24,GOld,1834193,Married,Lawyer,1745,True
317,Bimala,Jain,Male,37,balveerrajagopalan@example.net,+914615717320,Nagpur,Telangana,India,2023-08-06,Regular,1709603,Married,Doctor,2170,True
318,Vrinda,Ramachandran,Male,45,zachariahdarika@example.com,7005050613,Jorhat,Chhattisgarh,India,2026-06-30,Regular,2536164,Married,Doctor,430,True
319,Viraj,Bora,Female,53,dhaliwalvrinda@example.net,+917903202041,Phagwara,Goa,India,2022-02-10,Premium,2703683,Married,Designer,202,False
320,Hitesh,Comar,Female,42,ekannan@example.org,05651982530,Thanjavur,Assam,India,2022-08-06,Premium,2546866,Single,Accountant,8537,True
321,Anusha,Dhaliwal,Female,28,sganguly@example.com,2739021962,Morbi,Assam,India,2021-08-15,GOld,1327927,Married,Student,8079,True
322,Abhimanyu,Gola,Male,28,manderomaja@example.net,02324876329,Kavali,Goa,India,2025-10-27,Regular,1357467,Married,Student,7933,True
323,Gaurang,Mitra,Female,34,omya08@example.org,+911819588373,Meerut,Gujarat,India,2022-07-12,GOld,2821581,Married,Accountant,3203,False
324,Manthan,Som,Male,26,kgoda@example.net,+910543645970,Faridabad,Nagaland,India,2023-01-24,Silver,228384,Married,Lawyer,6224,False
325,Nakul,Balakrishnan,Female,39,hvarma@example.org,+917995635315,Navi Mumbai,Haryana,India,2025-01-28,Regular,2930646,Single,Student,5253,True
326,Ryan,Prashad,Female,38,ethansinha@example.net,00623972652,Jammu,Rajasthan,India,2024-08-14,GOld,1870337,Married,Student,8044,True
327,Anamika,Jain,Female,42,joshua09@example.org,02177625349,Pudukkottai,Goa,India,2026-06-27,Silver,1848089,Married,Doctor,9238,True
328,Victor,Chadha,Male,61,fvig@example.org,7740633569,Gudivada,Chhattisgarh,India,2026-06-13,Premium,2136183,Single,Manager,4773,True
329,Abdul,Sahni,Female,61,bariaupma@example.net,0686717731,Vellore,Gujarat,India,2022-09-12,Regular,783759,Married,Business,4139,True
330,Jagrati,Merchant,Female,68,gautambabu@example.com,4279907726,Uluberia,Rajasthan,India,2025-07-08,Regular,510232,Married,Accountant,7851,False
331,Aarav,Bobal,Female,52,hnatarajan@example.org,06498931950,Faridabad,Bihar,India,2024-10-28,Premium,1707975,Single,Doctor,4067,False
332,Jasmit,Shroff,Male,59,paujeevika@example.org,8183253817,Kamarhati,Karnataka,India,2024-07-26,Premium,2562317,Married,Lawyer,7052,True
333,Amara,Thakur,Male,24,dmalhotra@example.org,05778817884,Udupi,Kerala,India,2022-02-15,Silver,1131140,Single,Manager,6129,False
334,Raghav,Shankar,Female,67,buchmahika@example.org,01124127238,Durg,Maharashtra,India,2026-03-05,GOld,1646898,Single,Manager,1712,False
335,Kevin,Som,Female,23,osha70@example.com,+911038569557,Berhampore,Jharkhand,India,2026-05-24,Premium,794228,Married,Student,5620,False
336,Kevin,Mohan,Male,51,abhakaran@example.com,04025472928,South Dumdum,Goa,India,2022-11-15,Regular,1660877,Married,Doctor,7178,False
337,Neel,Khanna,Female,22,barmanedhitha@example.net,+917452380552,Sultan Pur Majra,Nagaland,India,2022-12-14,Silver,387414,Single,Software Engineer,5620,True
338,Charvi,Dara,Male,65,ravelxalak@example.org,05208854749,Buxar,Telangana,India,2025-04-30,GOld,2364235,Single,Data Analyst,2623,False
339,Hamsini,Chowdhury,Female,47,ibaria@example.net,1406937515,Narasaraopet,Rajasthan,India,2023-03-25,GOld,1898892,Single,Teacher,7080,False
340,Tristan,Mall,Male,65,arinchacko@example.net,01863759980,Sikar,Chhattisgarh,India,2025-03-16,GOld,2085654,Married,Designer,72,True
341,Kala,Raju,Male,35,advik45@example.com,07813767426,Kolhapur,Uttarakhand,India,2026-07-25,Premium,2621572,Single,Data Analyst,3063,False
342,Gabriel,Dhawan,Female,30,chavvisoman@example.net,01961064628,Tezpur,Tripura,India,2022-09-25,Regular,677961,Married,Manager,8646,False
343,Ryan,Grewal,Female,57,jmann@example.com,+914947873002,Dewas,Rajasthan,India,2025-08-03,Regular,2662076,Single,Lawyer,5766,False
344,Jeet,Mani,Male,70,fgola@example.net,3014719597,Rampur,Rajasthan,India,2025-08-14,Silver,2777334,Single,Teacher,5131,True
345,Jagdish,Prakash,Male,37,ladnicholas@example.net,+912572520456,Nashik,Jharkhand,India,2024-01-19,Premium,967744,Married,Teacher,8369,False
346,Faraj,Varkey,Female,56,qadimchandra@example.net,+918554451895,Ahmedabad,Chhattisgarh,India,2025-12-22,GOld,2610911,Married,Designer,3043,False
347,Baghyawati,Pradhan,Male,53,vsabharwal@example.org,+913283389888,Erode,Manipur,India,2022-03-21,GOld,2253707,Married,Teacher,3065,False
348,Jackson,Deep,Female,57,srinivasanijaya@example.com,5279852401,Warangal,West Bengal,India,2022-10-12,Premium,1705919,Single,Manager,2236,True
349,Utkarsh,Mohanty,Female,53,shauryade@example.org,01107603108,Nandyal,Bihar,India,2023-09-21,Regular,1916033,Married,Designer,7272,False
350,Caleb,Bhatti,Male,23,advaith11@example.net,+919325012495,Nanded,West Bengal,India,2025-10-29,Premium,1124967,Married,Software Engineer,4503,True
351,Wyatt,Tiwari,Female,28,chaudharyakshay@example.net,+913428013875,Gandhidham,Sikkim,India,2022-06-25,Regular,2572509,Married,Data Analyst,8369,True
352,Pratyush,Pant,Male,35,nsamra@example.net,+916151718275,Proddatur,Telangana,India,2021-11-30,Silver,2473494,Single,Manager,8951,True
353,Fitan,Narang,Female,24,ydalia@example.com,09473864631,Arrah,Goa,India,2021-09-04,GOld,1448681,Single,Manager,4305,False
354,Vyanjana,Cheema,Male,46,hsarma@example.net,1126691215,Sonipat,Gujarat,India,2025-01-03,Premium,1193823,Single,Accountant,5744,False
355,Jason,Kaul,Male,57,rtata@example.net,9465796784,Malda,Bihar,India,2022-08-10,GOld,1066625,Single,Software Engineer,9340,False
356,Zashil,Suri,Female,56,okashyap@example.org,+911017026952,Jalandhar,Tripura,India,2022-03-21,GOld,1557501,Married,Student,9383,False
357,Zinal,Tailor,Male,26,sjaggi@example.net,07848588006,Yamunanagar,Manipur,India,2024-03-30,Regular,448663,Married,Teacher,2174,True
358,Krisha,Savant,Male,63,cbanik@example.org,4276246719,Begusarai,Sikkim,India,2026-02-26,Silver,1238319,Married,Manager,2329,False
359,Upma,Soni,Female,42,yashawinibhalla@example.com,07969545009,Warangal,Uttarakhand,India,2024-09-07,Regular,516738,Single,Designer,8447,False
360,Ikshita,Bala,Female,47,lajita16@example.com,06503334911,Raipur,Karnataka,India,2023-01-05,Regular,1572750,Single,Doctor,7511,False
361,Anmol,Yohannan,Male,68,baljiwan76@example.net,6407905696,Chapra,Bihar,India,2025-09-21,Regular,1113644,Married,Business,8105,False
362,Harish,Jha,Female,36,watika85@example.org,4563718344,Bihar Sharif,Odisha,India,2024-12-27,Silver,2495586,Single,Accountant,7951,False
363,Upkaar,Chanda,Male,20,nayaranjali@example.org,8763514846,Kollam,Maharashtra,India,2024-12-27,Premium,2826387,Married,Software Engineer,2035,True
364,Zayan,Varma,Female,47,bgole@example.net,8297374896,Nagaon,Gujarat,India,2024-08-31,Premium,1994320,Single,Teacher,4945,True
365,Turvi,Divan,Female,23,matthewmital@example.com,05136442493,Mathura,Bihar,India,2022-11-04,Silver,1250208,Single,Lawyer,2711,True
366,Rehaan,Bala,Female,58,dayitashetty@example.com,6603242044,Kalyan-Dombivli,Telangana,India,2025-09-13,Silver,1182070,Married,Doctor,1559,True
367,Anmol,Bhakta,Male,48,murthychanchal@example.org,05162319818,Mehsana,Assam,India,2023-08-05,Premium,756583,Single,Data Analyst,7291,True
368,Jason,Munshi,Male,62,madhavi36@example.org,+911234764907,Gorakhpur,Karnataka,India,2026-03-18,Silver,705806,Married,Teacher,7826,True
369,Pallavi,Soman,Male,42,arunimadhillon@example.com,05409003486,Mirzapur,Uttar Pradesh,India,2022-08-10,Premium,629610,Single,Lawyer,6022,False
370,Warjas,Savant,Male,42,zanand@example.com,01343275604,Pallavaram,Meghalaya,India,2025-01-30,GOld,2890965,Single,Doctor,8691,True
